place_id,name,address,latitude,longitude,google_rating,google_rating_count,price_level,website,phone,description,google_types,Senin_buka,Senin_tutup,Selasa_buka,Selasa_tutup,Rabu_buka,Rabu_tutup,Kamis_buka,Kamis_tutup,Jumat_buka,Jumat_tutup,Sabtu_buka,Sabtu_tutup,Minggu_buka,Minggu_tutup,data_collected
ChIJ8Z0W0cjxaS4Rd2yFSn-wvpI,InterContinental Jakarta Pondok Indah by IHG,"Jalan Metro Pondok Indah Kav.IV TA, Jl. Kartika Utama, RT.1/RW.16, Pd. Pinang, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310, Indonesia",-6.265607,106.7828104,4.9,13503.0,,https://www.ihg.com/intercontinental/hotels/us/en/jakarta/jktpi/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-ID-_-JKTPI,(021) 39507355,"Sleek hotel featuring a modern restaurant & a sophisticated bar, plus a spa & an outdoor pool.","hotel,resort_hotel,convention_center,wedding_venue,massage_spa,massage,spa,lodging,event_venue,restaurant,food,point_of_interest,service,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ9xdmoxDxaS4RhiO5ymN-w9o,Sheraton Grand Jakarta Gandaria City Hotel,"Jl. Sultan Iskandar Muda, RT.10/RW.6, Kby. Lama Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",-6.245101,106.7827898,4.7,14516.0,,https://www.marriott.com/en-us/hotels/jktgs-sheraton-grand-jakarta-gandaria-city-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(021) 80630888,"Sophisticated hotel featuring international dining & a bar, plus a pool & a 24/7 fitness room.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJZ1nBhqPzaS4Rz7bsXmwJS98,Four Seasons Hotel Jakarta,"Jl. Gatot Subroto No.Kav. 18, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, Indonesia",-6.2322656,106.8202344,4.8,13763.0,,https://www.fourseasons.com/jakarta/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-jkt-hre-mid-seo-na&utm_content=na-na&utm_term=na,(021) 22771888,"Refined suites in a high-rise luxury hotel featuring an Italian restaurant, a spa & an outdoor pool.","hotel,extended_stay_hotel,wellness_center,resort_hotel,wedding_venue,spa,lodging,event_venue,health,point_of_interest,service,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJDWznn1XxaS4RSutldz-9D70,Aryaduta Suites Semanggi,"Jl. Garnisun Jl. Garnisun 1 No.8 5, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",-6.220064,106.8161878,4.4,8320.0,,https://www.aryaduta.com/en/hotel/ASM/aryaduta-suite-semanggi?utm_source=digital-direct&utm_medium=web-link&utm_campaign=website&utm_id=digital-direct&utm_term=google-web-button,(021) 2515151,"Upscale all-suite hotel with an Italian eatery & a spa, plus a tennis court & a lagoon-style pool.","hotel,wedding_venue,lodging,event_venue,restaurant,food,point_of_interest,service,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJZTtywAj0aS4R1wbbciuT7Xc,Gran Meliá Jakarta,"Jalan Haji R. Rasuna Said Kav. X0, RT.5/RW.4, Setia Budi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",-6.234988,106.830174,4.6,10047.0,,https://www.melia.com/en/hotels/indonesia/jakarta/gran-melia-jakarta?utm_campaign=google&utm_content=5711&utm_medium=organic&utm_source=directories,(021) 5268080,"Contemporary property with free Wi-Fi, 3 restaurants & a spa, plus a pool & meeting space.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJx_9gccHxaS4R0zKm9k-9xgc,Kristal Hotel,"Jl. Terogong Raya No.17, RT.2/RW.10, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",-6.283594099999999,106.7909393,4.3,4875.0,,https://hotelkristal.com/,(021) 7507050,"Relaxed all-suite hotel with an outdoor pool & a dive school, plus a playground and a tennis court.","hotel,apartment_complex,apartment_building,real_estate_agency,lodging,point_of_interest,service,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ-TV7q2j2aS4RjPksep-QT8A,Somerset Berlian Jakarta,"Jl. Permata Berlian Jl. Permata Hijau No.V, RT.14/RW.2, Grogol Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210, Indonesia",-6.2234808,106.7813633,4.5,4561.0,,https://www.discoverasr.com/en/somerset-serviced-residence/indonesia/somerset-berlian-jakarta?utm_source=google&utm_medium=maps&utm_campaign=hq-google-maps-alwayson--all-en-id-id-somersetberlianjakarta-SBJ-gbp&--&cid=map::gg::hq:ind:::all:en:id:id:somersetberlianjakarta:SBJ:gbp:0:::,(021) 53668888,Refined apartments with kitchens in a modern hotel offering a gym & an outdoor pool.,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJGxfFPeXzaS4RfQzUPK1oqCc,"The Ritz-Carlton Jakarta, Mega Kuningan","Ritz Central Tower, Jl. DR. Ide Anak Agung Gde Agung No.1 Kav.E, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",-6.2285106,106.8271358,4.7,12234.0,,https://www.ritzcarlton.com/en/hotels/jktrz-the-ritz-carlton-jakarta-mega-kuningan/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(021) 25518888,"High-end rooms & suites in a plush property offering stylish dining, a premium spa & a pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ4Xbper_zaS4RGXwLFraiy0o,Hotel Bidakara Jakarta,"Bidakara Tower, Jl. Gatot Subroto No.2, RT.8/RW.1, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",-6.2402381,106.842061,4.6,10015.0,,http://bidakarahotel.com/,(021) 83793555,"Upscale hotel offering 3 restaurants & an outdoor pool, plus a spa & convention facilities.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJdYbQJ_HzaS4R1GHAunaSoyk,JS Luwansa Hotel,"Jl. H. R. Rasuna Said No.22 Kav. C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.222857599999999,106.8331792,4.6,10770.0,,http://www.jsluwansa.com/,(021) 29543030,"Upscale business lodging with modern rooms & suites, plus dining, meeting space & an infinity pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJrRqb-zzxaS4R4ZdGUe2kpnE,Ra Suites Simatupang,"Jl. TB Simatupang No.30, RT.2/RW.9, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",-6.2913342000000005,106.7959173,4.5,1526.0,,http://rasuitesimatupang.com/,(021) 22760345,"Sophisticated hotel offering a spa, a gym & an outdoor pool, plus 2 bars & 2 restaurants.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJxWn4XPDzaS4Ry0ZpgPIx_VQ,Manhattan Hotel Jakarta,"Jl. Prof. DR. Satrio No.Kav.19-24, RT.7/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.2252344,106.8313176,4.5,11375.0,,https://hotel-manhattan.com/?utm_source=GoogleMyBusiness&utm_medium=GoogleMyBusiness&utm_campaign=GoogleMyBusiness,(021) 30040888,Upmarket rooms & suites in a polished hotel offering a rooftop pool & 3 restaurants.,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ_fZWgR9E0i0RO4aL1fA8dyQ,Aston Priority Simatupang Hotel & Conference Center,"Jl. TB Simatupang No.Kav. 9, RT.2/RW.2, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",-6.301393099999999,106.834808,4.8,33903.0,,https://www.astonhotelsinternational.com/en/hotel/view/31/aston-priority-simatupang---conference-center,(021) 78838777,,"hotel,event_venue,lodging,service,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJBT2G83DxaS4RDRDlN1V-MBY,The Dharmawangsa Jakarta,"Jl. Brawijaya Raya No.26, RT.1/RW.2, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia",-6.2532037,106.805117,4.7,5457.0,,http://the-dharmawangsa.com/,(021) 7258181,"Refined hotel with 3 gourmet restaurants & a 24-hour butler service, plus a spa & 2 pools.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ_VelIVXyaS4R9_e-oLj_xDI,Swiss-Belresidences Kalibata,"Jl. Raya Kalibata No.22, RT.6/RW.7, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740, Indonesia",-6.2553554,106.8563549,4.8,28992.0,,https://www.swiss-belhotel.com/hotels/swiss-belresidences-kalibata?utm_source=Google&utm_medium=GMB&utm_campaign=website,(021) 29771771,"Polished property featuring an outdoor rooftop pool, an international restaurant & free breakfast.","lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJkXaVwIzxaS4RShpnahmMOCU,Aloft by Marriott South Jakarta,"Jl. TB Simatupang No.Kav 8, RT.2/RW.9, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia",-6.291764199999999,106.8162668,4.6,1930.0,,https://www.marriott.com/en-us/hotels/jktas-aloft-south-jakarta/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,(021) 39701888,"Contemporary high-rise hotel offering a restaurant & 2 bars, plus a rooftop pool & city views.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJr7e3ZuHxaS4RJ_hXa0Pkndg,Park5 Simatupang,"Jl. Intan RSPP Utara No.5A Blok C, RT.11/RW.2, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",-6.296233,106.7992222,4.6,4690.0,,https://park5.co.id/,(021) 22702555,"Informal quarters with balconies in an elegant hotel offering a restaurant, a gym & an outdoor pool.","hotel,business_center,wedding_venue,coffee_shop,cafe,food_store,store,event_venue,lodging,service,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJqQJDCCaNaS4ROkwK1Ye7TIM,Grandkemang Hotel Jakarta,"Jl. Kemang Raya No.2 H, RT.14/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",-6.2555643,106.8107929,4.4,6707.0,,http://grandkemang.com/,(021) 7194121,"Refined property featuring upmarket rooms & dining, plus a business center & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJ3yCByWHxaS4R62pcRN6uru0,Goodrich Suites,"Jl. Pangeran Antasari No.60, RT.5/RW.9, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia",-6.2646544,106.8087314,4.5,2652.0,,http://goodrichsuites.com/,(021) 27938999,"Airy suites in a luxe property offering an outdoor pool, plus dining, a lobby bar & free breakfast.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ_9IBrI3xaS4RuDVjSt8Dx4c,Cosmo Amaroossa Jakarta,"Jl. Pangeran Antasari No.9A-B, RT.3/RW.1, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410, Indonesia",-6.2763955,106.8087959,4.3,4124.0,,,(021) 75918800,"Relaxed rooms with warm decor in a polished hotel offering trendy dining, a bar & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ41CWakTxaS4R1egeBLYarNs,ibis Styles Jakarta Simatupang,"Jl. Cilandak Tengah Raya No.23, RT.2/RW.1, Cilandak Bar., Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",-6.2916606,106.8017005,4.8,4937.0,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=A1K5&merchantid=seo-maps-ID-A1K5&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 27829090,"Low-key rooms in a down-to-earth hotel offering a restaurant, a bar & a gym, plus free Wi-Fi.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJrfIW8PfyaS4R_ZqYNICb4Hw,Yellow Bee Resort Cililitan,"PVP8+5CF, Jl. Raya Bogor, RT.1/RW.1, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia",-6.2646334,106.8661559,4.8,1774.0,,https://ashleyhotelgroup.com/,(021) 39721928,,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJqfJbZK3taS4RkRqZaOUt5UA,Liberta Hotel Kemang,"PRV7+F24, Jl. Kemang I No.6, RT.11/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",-6.256332899999999,106.8123897,4.1,2997.0,,https://libertahotels.com/hotel/index?uid=a70dadcd-b3d4-499c-bcb5-3c560cdd9934&id=10&checkin=2024/10/31&checkout=2024/11/01&room=1&guest=1,(021) 7181320,Hip rooms in a trendy property featuring a rooftop terrace with a cafe/bar & an outdoor pool.,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJYWEiuVTxaS4RuDjS3An3WA4,Arion Suites Hotel Kemang,"Jl. Kemang Raya No.7, RT.4/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",-6.2561782,106.8151371,4.3,3301.0,,https://www.arionsuiteshotelkemang.com/,(021) 7198000,"Refined rooms & suites in an upscale hotel offering a cafe, a ballroom & a spa, plus a rooftop pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJoalkJp_xaS4RajkdhAQvPA8,Hotel 88 Fatmawati,"Jl. RS. Fatmawati Raya No.4 3, RT.3/RW.7, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140, Indonesia",-6.262958299999999,106.7966617,4.4,2650.0,,http://www.hotel88.co.id/,(021) 27512777,"Relaxed rooms in a low-key hotel with an informal restaurant, plus free breakfast & Wi-Fi.","business_center,hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJt3aH8PHxaS4Rrhh8RFAR1BI,Azana Suite Hotel Antasari,"Jl. Pangeran Antasari No.75, RT.12/RW.13, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",-6.284872699999999,106.8068401,4.7,2342.0,,https://azanahotel.com/hotel/azana-suite-hotel-antasari,(021) 39700191,"Upscale business hotel offering refined rooms & suites, plus a rooftop cafe & infinity pool.","hotel,swimming_pool,auditorium,wedding_venue,coffee_shop,breakfast_restaurant,cafe,laundry,food_store,store,sports_activity_location,event_venue,lodging,service,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJv4DEUv_yaS4R282z4bRajn4,favehotel PGC Cililitan,"Jl. Mayjen Sutoyo No.76, RT.2/RW.13, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia",-6.2621994,106.8647746,4.4,14094.0,,http://cililitan.favehotels.com/,(021) 80884545,"Streamlined rooms in a bright hotel with a colorful cafe, plus free breakfast & Wi-Fi.","hotel,lodging,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJh9vi4p7xaS4RFp5URkf46pQ,Hotel Kuretakeso Kemang,"Jl. Bangka Raya No.7 A, RT.2/RW.7, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",-6.254069500000001,106.8142394,4.5,1871.0,,https://kuretakesoindonesia.com/,(021) 22715111,"Warmly furnished rooms in an informal hotel offering a rooftop dining room, a gym & bathhouses.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJkQK8jQXzaS4RRCitYT_eAos,Swiss-Belinn Cawang,"Jl. Letjen M.T. Haryono No.9, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",-6.2470229,106.8728012,4.6,10635.0,,https://www.swiss-belhotel.com/hotels/swiss-belinn-cawang?utm_source=Google&utm_medium=GMB&utm_campaign=website,(021) 29257777,Modern rooms in a polished budget lodging featuring a trendy restaurant/bar & an outdoor pool.,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJsfKgMQjzaS4Rwdpc9Q-u5XA,Wyndham Casablanca Jakarta,"Jl. Raya Casablanca No.18, RT.4/RW.12, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Indonesia",-6.2243414,106.8397035,4.7,5521.0,,https://wyndhamcasablancajakarta.com/,(021) 8282000,"Upscale hotel offering an outdoor lagoon-style pool, a cafe & a steakhouse, plus a gym & free Wi-Fi.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJu-y7q3LzaS4RVHoqGQZZG8M,Best Western Premier The Hive,"Jl. DI. Panjaitan, RT.7/RW.11, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",-6.2449131,106.8755494,4.5,10726.0,,http://www.bwpremierthehive.com/,(021) 29821888,"Contemporary hotel in a glass tower, offering sleek rooms, an outdoor pool & a breezy eatery.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJezI10NP1aS4RwDz8b6UBovU,Novotel Jakarta Cikini,"Jl. Cikini Raya No.107 109, Cikini, Kec. Menteng, Jakarta, Daerah Khusus Ibukota Jakarta 10330, Indonesia",-6.1955962,106.8405147,4.8,9964.0,,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9799&merchantid=seo-maps-ID-9799&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,(021) 31937777,"Chic quarters in a contemporary hotel offering international dining & a bar, plus an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJd0jjAhD0aS4RLE3lyytjvFU,Royal Kuningan Hotel,"Jl. Kuningan Persada No.2, RT.1/RW.6, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",-6.2066791,106.8302899,4.4,7496.0,,http://www.royalkuningan.com/,(021) 29380738,"Sleek rooms with city views in a high-rise hotel offering a rooftop pool, a bar & a restaurant.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,2026-06-30
ChIJofMrMAX0aS4R1qbyTa-0hlI,The Grove Suites by Grand Aston,"Kawasan Rasuna Epicentrum, Jl. H. R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia",-6.218018600000001,106.8341317,4.9,24304.0,,https://www.astonhotelsinternational.com/en/hotel/view/44/the-grove-suites,(021) 29941880,"Chic all-suite hotel with a refined restaurant, a bar & an outdoor pool, plus free afternoon tea.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ7_5Lg0b0aS4RALeoSVX6N1M,The Acacia Hotel Jakarta,"Jl. Kramat Raya No.81, RT.1/RW.7, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450, Indonesia",-6.189088900000001,106.8471451,4.3,5228.0,,https://acacia-hotel.com/jakarta/,0852-1163-6181,"Refined rooms & suites in an upscale hotel featuring a restaurant, a gym, a spa & an outdoor pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ7zBCFQ_zaS4RuzkMoOfzI7E,"Harper MT Haryono, Cawang","Jl. Letjen M.T. Haryono No.6-7, RT.12/RW.11, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",-6.245324,106.8724796,4.8,29359.0,,http://cawang.harperhotels.com/,(021) 39721007,"Sleek rooms & suites in a modern hotel offering a fusion restaurant, a warm bar & a pool.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJ_chEOKDzaS4RFAk5W4EQ2yc,Horison Ultima Suites & Residences Rasuna - Jakarta,"Jl. H. R. Rasuna Said, RT.17/RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia",-6.2193884,106.836577,4.2,5836.0,,http://www.myhorison.com/,(021) 83705555,,"hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJBRvvmg_zaS4RcPHle1Sz5bo,Vasaka Hotel Jakarta,"Jalan MT Haryono.Kav.10A RW.11 Cipinang Cempedak, Jl. DI. Panjaitan, RT.11/RW.11, Cawang, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",-6.245672,106.8746644,4.6,12666.0,,https://bit.ly/ArtotelWanderlustVJ,(021) 22807777,"Unfussy rooms & suites in a laid-back lodging offering an airy restaurant, a cafe & free parking.","hotel,lodging,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
ChIJteiNvaqNaS4RSRmISbFkny4,Cityloog Hotel Tebet - Jakarta,"Jl. Dr. Saharjo No.191 1st floor, RT.6/RW.1, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia",-6.2228574,106.8480662,4.5,8018.0,,https://www.citylooghotels.com/tebet-jakarta,(021) 8303355,"Bright, unfussy rooms in a contemporary hotel offering a restaurant, an outdoor pool & a gym.","hotel,swimming_pool,fitness_center,lounge_bar,wedding_venue,gym,spa,night_club,sports_activity_location,health,bar,event_venue,lodging,service,restaurant,food,point_of_interest,establishment",Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,00:00,00:00,2026-06-30
