venue_id,name,venue_category,latitude,longitude,address,checkin_count,last_checkin,osm_url,References,hours_source,Senin_buka,Selasa_buka,Rabu_buka,Kamis_buka,Jumat_buka,Sabtu_buka,Minggu_buka,Senin_tutup,Selasa_tutup,Rabu_tutup,Kamis_tutup,Jumat_tutup,Sabtu_tutup,Minggu_tutup,google_rating,google_rating_count,price_level,description,good_for_children,google_types,primary_type,business_status,wheelchair_accessible,has_parking,accepts_cashless,has_restroom,photo_ref,sublocality,locality,zone_id,time_spent_minutes,description_source
12802,Gedung Arsip Nasional,History Museum,-6.153844583431089,106.81636734595504,Jalan Gajah Mada No. 111,16.0,2017-10-07 07:31:00,,http://www.anri.go.id/,google_places,08:00,08:00,08:00,08:00,08:00,Tutup,Tutup,15:00,15:00,15:00,15:00,15:00,Tutup,Tutup,4.5,2655.0,,"Gedung Arsip Nasional di Jalan Gajah Mada adalah bekas kediaman Gubernur Jenderal VOC Reynier de Klerk yang dibangun tahun 1760 bergaya baroque-rococo. Kini menjadi museum wisata sejarah yang memamerkan senjata, furnitur, dan dokumen peninggalan era kolonial, terbuka gratis untuk umum.",,"business_center,tourist_attraction,museum,point_of_interest,establishment",,OPERATIONAL,,True,,,places/ChIJ_WPMYQr2aS4RBjwwXF4PkMQ/photos/AaVGc3mJOTfhz7jfOaBgUwgu9cvS3tiLRljrD13nmd3wUcykSRE2fH4faXtMzMs_e0k50jMn36xNeX3RiVu2xdSM91Y4_BC2qFLTjf44jwQWGb2_z-5uFp0Y19qX3N064vJa5xrRpyor-9KJqT4Islsv_s61_VZV6fMCwW3iqAgVI2zVWlruQg-HTMDTzZ6ldtt_bCip6vaHkiHPuNk_FVqcfVSzGKA5dJb5u43lVgyRA0IXUrCH6IRxLlvvVIItUMf0N_zcjvu8SnKf4A2tUm443ME0jJhqu7YaBB4O6NrzCpAbVmogyTAajyBfZei4iXNNZR32GYE-x5KE2X1TY2M-9H-cfvJH8NxPkNDQCtZO3PQCKnD-yv2ZqkA2eaQLcytE2egGzqKTmdx3U6YlwOZ6J_oTJT_4NNMeoqCmFJYp9Xtqddhd,Krukut,Kota Jakarta Barat,5,83,web_manual
576,Museum Kebangkitan Nasional,History Museum,-6.178766,106.838108,Jl. Abdul Rachman Saleh No. 26,14.0,2013-04-28 00:39:00,,,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.7,2569.0,,"Opened in 1999, this history museum features exhibits related to the Indonesian National Awakening.",True,"history_museum,tourist_attraction,garden,sports_activity_location,museum,association_or_organization,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJy4KUVjT0aS4RqyjRaPmFMfY/photos/AaVGc3mgSMIFLk8qFmdbnPrPcVqHoUjXy6lmMZuYsakBNq1QGAeO9G9B-olyjSFSHwN8kXQBkUj2kV0ZEatClqbmoWECWJ3bz3AuwkH6oT1yosKG6qkbmLP3Du4bojIX7RmNv4VSO2XD_RehqqS_h8tpAcBGGd6CrEa7bJmoFbs92dKEwMuAfRmyuimpvJkWnBBiB-OFXhWtEC1jxHqn0s_MOM2bxyqbXp0UBFo8NjkNYvVuHfUcbbIQ8ySwxF6ZsG3LTUV7Whv4u8GYI93ukRFv1it4yA6gUjgH3ksUqqV1NUS2jbvbfl4a5S-L-0zAgYJDKa_R4qeWOCW5pwgDIsyFUBltry-3vCAjo-zMsg7SOPZV5zcByrDa7lRNuX-m3rLNygwlD93XCIqdNFyNwqEw7CXfajZY2DTcNoOJUGlDSCjXLWggeUGlfmw-HWWCzg,Senen,Kota Jakarta Pusat,1,82,
17394,Vihara Dharma Hastabrata,Temple,-6.147178310890866,106.78104163563448,"Jl. P. Tubagus Angke, komplek taman duta mas blok",13.0,2013-05-08 08:09:00,,,default_category,06:00,06:00,06:00,06:00,06:00,06:00,06:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,4.8,29.0,,Vihara Dharma Hastabrata adalah vihara Buddha di Jakarta yang berfungsi sebagai tempat ibadah dan pembinaan spiritual umat Buddha.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJO-8g4C_2aS4R84lV_hrOUug/photos/AaVGc3nV7MKIgdwCvQxVQ6174qxWNDLQfG2EStNrTF0jclB0gR8dcJUaYPq23F3pvGsLmSXpO3fk3-nkvgGvKoxc2ATIqvgKF4kj9DC9VbS2xQQSmZE4MTwSI0TlYUVKotfXRv5qC5GOnea_x2as5GcQ4mmYMFpdaHqKmLFMH6V314GnnWI1ujt_i36wcvwS8Y-vM0bscf3lqc5vNawh-5lLS5UxwpFa7RLIctRbenQp6OUMjv39cPTSjeqXTkKpy2in2JX7PQ0PTg27OA1Y_1j4eU2rE9o3Zg1t1a4b78_Mher_kfqrjum0MsMPvYJjg62Yf0kuykk6a6Zd_hY_PEJIBD5VkKcecwMS0DluGx0iPq7Segvj4HBa8if_ZnvxMhp9YBUblrpvUjjhBjXwadZcEVRnz62PLtBlexRU1E4OhgqEmbaB,Jelambar Baru,Kota Jakarta Barat,3,31,web_manual
17196,Museum Taman Prasasti,History Museum,-6.172320990688624,106.819167137146,Jl. Tanah Abang I No. 1,12.0,2013-08-14 11:03:00,,,google_places,Tutup,09:00,09:00,09:00,09:00,09:00,09:00,Tutup,15:00,15:00,15:00,15:00,15:00,15:00,4.6,1982.0,,"Historic Dutch cemetery featuring old tombs, statues & a museum with local history exhibits.",True,"history_museum,tourist_attraction,museum,point_of_interest,establishment",history_museum,OPERATIONAL,True,,,True,places/ChIJme1W2dX1aS4Rl6KryVgIl5A/photos/AaVGc3kSd2A2wyU4V5c0kMAClOlzYLO37Zpgqu4PE-FU9sKLUxRaRjcFyTdfCURY0J-bruhY-zLok29FNcH1kP8mRcZscXQePoqzUayKRIxoFbS9E4-UW5GBso3tyqQSeGjmIIESIt6h14X1ES-5XFwwY1BXgZ3fxoBOKlNnZSkHE3URn5RHl6cqm_Eqv0vNKKdliAxOpC1LL6IiSg4UHU_InH3SttmPouboJCGtCqHF0MIcEERE8L1UgGpue1H0oKozbOnjtTl1Eu0VvXrOHv05Xp0w22Yuh5ObWC_b3Z7AvM-dKCvhBe0FhjGvgplkRtjJS7NauzYrFL6u-XRguk_ZM8TnqXkjY32zQZiU-HUOjQKP1_EdvnyXe-14UVqenzcBs7dTFW9qaF83qDmp3FVPljB9rr2InpX8y6VlfrRWfK6b-xGr,Petojo Selatan,Kota Jakarta Pusat,1,79,
12260,Pantai Indah,Beach,-6.121982838331188,106.8345260284858,Taman Impian Jaya Ancol,12.0,2013-08-28 09:54:00,,http://ancol.com/,google_places,07:00,07:00,07:00,07:00,07:00,07:00,07:00,20:00,20:00,20:00,20:00,20:00,20:00,20:00,4.5,925.0,,"Pantai Indah adalah pantai rekreasi di kawasan Ancol, Jakarta Utara, tempat pengunjung menikmati suasana tepi laut, bermain pasir, dan bersantai.",True,"point_of_interest,establishment",,OPERATIONAL,True,,True,,places/ChIJjcjh8Lkfai4RGhTBaOVFCNw/photos/AaVGc3kDGZ-0cH7P7zZLfs3VsZ8FwgUzWCEB3Fs-K02jXN1lb-K1ZuVUJfjVSeMYSdxmqAsEb3bNqKZD2uO0CsB-2o5QWJ0TOgHpq8e2Huks6IH12Jxd9OQAAGlsrpZFq9ShHpdPiPrf86uMcrchi6EawkFAvy_87-sfUvJbT2D0X5-bYQ3W4KVi0_Lqwp9lO1EYUEFhqsj9APUCiMmLSSvM8riRcYPTu05zbVmdy7NqSIvuNAWEQvom0MKahHfesxswoJCR1YpX0bSI4WhYuD2mar79mzIqNyYgnwqRn7OJYFASz6kPcg4r692RZqJ82241oSvzVz0XyTRlu51CggVIC85J_XUGmMDKgkDdFq5QV0gcHDbDESxI6XxX_FXugsXQelnlG4RbdLYAK95B0ZeYS83KNnMRAEDnO48u4X5vg5CO0giN,Ancol,Jakarta Utara,5,70,web_manual
13655,Vihara Theravada Buddha Sasana,Temple,-6.150424295201719,106.91278164938936,Jalan Kelapa Nias Timur Raya Blok PE 2 No. 17,11.0,2013-06-03 12:33:00,,,default_category,06:00,06:00,06:00,06:00,06:00,06:00,06:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,4.8,232.0,,Vihara Theravada Buddha Sasana adalah vihara aliran Theravada di Jakarta yang menjadi pusat praktik meditasi dan pembelajaran ajaran Buddha.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJy0uq0LSKaS4RfTzPP8K7VZ0/photos/AaVGc3nGx-8DFhfawyBuxPbDA3qcDJ-3TquuMQi8Utdtdw4cpbgyOsohg_YPVnnjd7oU8Yg6YzaoFQ2aX_gMGakl-8OHNkD2dZEcCmn3at3fxvrZHqa_uwUi6HViaPD69acyoL0kBCKx6YfS5uu3Q_8Zk5PKtlxUNoRQl_69WJS7F3K5OpfStJePMCXI8wyX9kCI6O2mJ3NuD77aOrWp_g3DIt7PYieE4moPXYzV9Q4MBm8WvGSLZ0XfT4QNDEAJoMdcASJc5aqZkpbN8rvvNxOCoVhRZVkezFc_4sB59Ny2l5GGlWlDWk9M-1xz30raboo7lhC4kRXqRT-xiX1Yt1wvXXm3OsvsTfb8LZKZXzZVK4KHV5lfQQYSZRIkyRrON4qeXD9dFoLYlaKee65kum6E3KAy9FCsqfLO7iQ5oH2YLzEn_w,Pegangsaan Dua,Jakarta Utara,4,32,web_manual
26083,Vihara Pluit Dharma Sukha,Temple,-6.1149798292315865,106.78856406128472,Jalan Pluit Permai I No. 26,10.0,2013-05-26 23:28:00,,http://dharmasukha.or.id/,google_places,08:00,08:00,08:00,08:00,08:00,08:00,08:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,4.7,297.0,,"Vihara Pluit Dharma Sukha adalah vihara Buddha di kawasan Pluit, Jakarta Utara, yang menjadi tempat ibadah umat Buddha setempat.",,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,,,,True,places/ChIJg3lUbL4dai4Rofw0feabHzg/photos/AaVGc3lrlfBRVoguYoNL2aCZHIQMRsvyCUJslHJyT2QdUaG92uIAEWaXY1fxkm0PLGNwln4Ap6TGX22icAZsUsLzVxINsjFr0U6ub0ReAkGIhtMo98MN4XDBn0IHeEs3718dj8wg1lSEj73CHrNFHAnaTmRhgpUocxg8cinXZhF1bj22YJthXWiSJdwH1XohK5xkasKambpLWIVlluwWDE4i1NfMZCee48WQJP0xRFV5k1ttq1YFa-C23p1_iXo4-MgowMnzazHhRubvWzKyZ0QUuYuh26FewT0lUjF7NARgE1q7M9sA_LnSy4hOxc-OFsOtk6R5MkT4lgAKPrSU-W0yrsAf7TRJ4gWnaiZHooBGWWU5K4sp7-NR_N0JAT5zq_ZlRntBZQx-H2VcvatANM6L82Ek-GXKe6IJWH_DEi57-I8j4g,Pluit,Jakarta Utara,3,34,web_manual
24977,Museum Gedung Joang '45,History Museum,-6.186208775403827,106.8365478515625,Jalan Menteng Raya No. 31,9.0,2018-02-07 00:14:00,,,google_places,Tutup,09:00,09:00,09:00,09:00,09:00,09:00,Tutup,15:00,15:00,15:00,15:00,15:00,15:00,4.6,1885.0,,Unassuming museum in a historic space showcasing Indonesian history & the war of independence.,True,"history_museum,museum,point_of_interest,establishment",history_museum,OPERATIONAL,True,,,True,places/ChIJ8QYl5Dn0aS4R3bklPdjUR1s/photos/AaVGc3k4yx4_x4D_-vsm-PBOZYrRFzprdfggMFXhRsy-uwEVJ_e4tkV9rxNFQb3OtYu2FfjtUnEbJkT9MrUT3V2kCfucOanJEr2hRTMvChWk1_UOoARPy29GdED4aAYih4zJ9K19g2Dd4pr-UzHv74FPA-C6LLwGmdRxlZ8Sm9B1RfvEsTXFRGbDqL0PcJvJJJvSTi3gidEc1MTya-mvGlcl2ewoO2aJwj0JYSJrrwxlRfPVUFV9q6QnlEgAxaBye65C4LnJAbyRJM1vPVf814h5GisvHEG92yeY5dn6v3jGq4bdL_hrrgJNwZyvRfl9wEMyHyL6tuQlXplZkcnqPeHjGi1LOprdLkXvv0MhC_M9chh3e9yg1j0_Erzc5YRnkY1RE8RtFxngU6wT5ualiRigcEzNxXVbGJ_gpj_gBvwFuCw,Kebon Sirih,Kota Jakarta Pusat,1,79,
5757,Museum Perumusan Naskah Proklamasi,History Museum,-6.200151937116758,106.83107476091108,Jalan Imam Bonjol No. 1,8.0,2013-05-17 14:54:00,,,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,16:00,16:00,15:00,16:30,16:00,16:00,4.7,1140.0,,History museum in the building where the Proclamation of Indonesian Independence was drafted.,True,"history_museum,tourist_attraction,museum,school,educational_institution,government_office,point_of_interest,establishment",history_museum,OPERATIONAL,True,True,,True,places/ChIJh8f9aBf0aS4R3JwFlUwh36k/photos/AaVGc3nBMUY5u-kN6qHm9GwWB9QHHedIC_tbEtNcsPuQfpUWDf4JdSGeKwfIknYLW_HOjl8ka8eFmIPfOgQFKnVWpVlcrxKKFnHERkvkknU5ZZQ9cU3zoButSMVmeD1uhXHbtMn_Esjij4AwIcdjoOIxqKFxfZWV1l450b1Vn5I1j5pnMCmA3cNgrS1nPbvDsFaIS4OACUXfF86Hk3FgaW182wSBkYNyBA-s6bQm9XYVaWjhtr1Jiq-flBBVpsr36AW1uDsoakDZFloqp9mDY4iZI-SU1-DM39JkIMhDlHG_fjZfUOIM8na-bA3lMYvZ80HHfxqZjbdf9LjNkY_uA14Tas2KfCp540eG3aGT7SCTaYXq3IpVlQ76xXBYaZEvDNwTN9NRklxKNPKSbDjaqZ3MGP4mO4CAxpK_3MOu3fqPeLY7B7k,Menteng,Kota Jakarta Pusat,1,73,
18109,Museum Sumpah Pemuda,History Museum,-6.183490443955335,106.84319764239844,Jl. Kramat Raya No. 106,8.0,2012-12-22 04:23:00,,,google_places,Tutup,08:00,08:00,08:00,08:00,08:00,08:00,Tutup,16:00,16:00,16:00,16:00,16:00,16:00,4.7,1313.0,,Museum with exhibits related to the Youth Pledge movement & Indonesian independence.,True,"history_museum,tourist_attraction,museum,point_of_interest,establishment",history_museum,OPERATIONAL,True,,,True,places/ChIJKa5-SUj0aS4RZTyvePINiW8/photos/AaVGc3mUsRiIagceR5Sljxr15W9Ja9RtmwxUFrC6B2akiSxeMHSsvLHLVGEvaKCCVx2xObSZVOLlRFmEmNUEdBNdEe2VlocPjkGZcoVGtMvUNN7668XMdPw37gXWjM42kPUU--4qPd2DYqdO3Kv08tHxq3sNPqTXdxAHeoe0lnutP9Ed0z_45ykJG0FeCKSvw4CKPlx1Fs2ZHJciKfcgwsWYy3KC3jn8SWfOnOcjLK64Qrv79cNCAXXBMxxJ7XVKWBW2CeQWPoh8TZbaxAmX3St8EbWh6mGEDs3nP8JeqP_U3hrCoCq66pm4e3RE7ilakO0ErI-npBf_6FfCOOdNQRMvbhmpZ2m7XIxslNX7xi8E8U-s85KBZ8zGPoEKaeRRpPynCyec8Myp6v_twquZD55JEr0HgaoparV1IUqrXOPvUhOxS_fW,Kwitang,Kota Jakarta Pusat,1,74,
26748,Vihara Dharma Suci,Temple,-6.1301638650021415,106.76894105004928,Jl. Pantai Indah Selatan 2 Blok V Cluster Manyar,8.0,2013-08-24 10:07:00,,https://viharadharmasuci.com/,google_places,09:00,09:00,09:00,09:00,09:00,09:00,09:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,4.7,204.0,,Vihara Dharma Suci adalah vihara Buddha di Jakarta Utara yang melayani ibadah dan kegiatan keagamaan komunitas Buddha.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJEcx28Xgdai4Rjv971oHLo7o/photos/AaVGc3nRMr5HGAJrJ6W81L_5RvmNODTK2QxI5uD1kxPXH9W50XRG-s1bDrn0Z1h24cBSpps6BWZm8KT4-O_LerXI0oY6dcFrQgL0t29mDDBSaQF-JmEertbZObr3ITrAjXSXQilpG1_gYO_s8VB4z0hvV0ZnLHU1IK20S_gStFyLEWKUwXtKqi1hvy6pp2vyun0oMzBAqXt9J7wKt2Tzak1MPlO5E-u3Ean4lIvBMwFLTGNvWRXc0pUksHlLPejQOkO4Ek55oJwb8rVxti-sDgAFl8RUJ-Ez0jI2Yt3FrOIn9Y8wJ8rmyE_dVQC14cv1x-kMN-d7eFcSH4knQ_piGDyeodwUxoPwEBNDkZFp2V2oNF-qAFe8DGStho9ciWOaBvse5lofQp6phPiITufPqqKE1G2LpdrN74-w15Z90vHHk44,Kapuk Muara,Jakarta Utara,3,32,web_manual
67516,Vihara Prajnaparamita LPUB,Temple,-6.138312216545978,106.77454719994508,Komplek Duta Harapan Indah 25-26 Blok I,7.0,2013-05-12 10:45:00,,,google_places,08:00,08:00,08:00,08:00,08:00,07:00,07:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,5.0,33.0,,Vihara Prajnaparamita LPUB adalah vihara sekaligus lembaga pendidikan umat Buddha yang menyelenggarakan ibadah dan pembinaan Dharma di Jakarta.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,,,,True,places/ChIJyU0-aSr2aS4RSudkjVniNYk/photos/AaVGc3n5x8wxc2dHkmzbm3NSOMIMilkibwDiXeA9gXM0BF3w7CxXtq8UK_44CShD0ArgFGarn9AVVYQgPXTt2K2e_wr7JreLVb1LrSrEr3iWr3a1yf3-TR-qT9wNKQTOkdslHgHwXydm_EKINU8bzCE7IRUnA0IqYpVrU3iCzk8NOkqnC_wow5zT9XkEWRYoFpxsK5AGs2NYqn2xjq45exlQmGBNAGUDQfAe7MdCARWZG4V3XipIqY6lLQByA48PcRp7cyvhU5kbNdMDHZxo38XcHHd-cBltdEy0GvIX9lVhn3IKWDbiGCzimwIVs1hKkY2rMV-OW0ivB_vUUDlmh5coSVCtwhALOAu_aGZWM7YIBtkfU1_u6ys5qI-3oZiyGvOBqSOSDjRlLMcRCvohmurYcncNVq3FcIzeacg1QyoGK4J_fg,Kapuk Muara,Jakarta Utara,3,31,web_manual
48485,Underwater&Dolphin Show-Samudra Ancol,Theme Park,-6.127222486206979,106.84393839809267,"VRGR+6X7, RW.10, Ancol, Pademangan, North Jakarta City, Jakarta 14430, Indonesia",7.0,2013-07-25 10:38:00,,,google_places,07:00,07:00,07:00,07:00,07:00,07:00,07:00,16:30,16:30,16:30,16:30,16:30,16:30,16:30,4.5,151.0,,"Underwater & Dolphin Show Samudra Ancol adalah wahana pertunjukan lumba-lumba dan satwa laut di Gelanggang Samudra Ancol. Atraksi edukatif ini menampilkan aksi lumba-lumba, singa laut, dan aneka satwa.",True,"tourist_attraction,point_of_interest,establishment",tourist_attraction,OPERATIONAL,True,,,True,places/ChIJWbvOO4gfai4Rr4tEt_0HTP8/photos/AaVGc3lAyOqBAoLsMq0DZnHVTpW9ZTo7wNUTNtGRbmlFwHhnQOIJf9sDnGN1gLwTsmurUk76ohFCs9cD40tvvO33hWaa4jaHJjzG-yvqCClMWtVo3OQaFN825-arXt0muNyj4gi--w-bSmE08qV-72KDr3XGlan9-kCFgREho3-audUe5GuSZNYCjnQhNwF7Ha6Z_jw7xf7bvWsuCdKnmRFdCNZXNANdIa9HE89aDMdkgfzmYeCRwj4Ix27KkXJ-ubXAp5mi2EIiBO6vs7lmKlYiqh6xKmmu2TxGlHB7fZj6aTEK1a-Mpsz-2e_qcHPWc9qzxD0qNZIl6tgutkAE8-TfyQCYz9gyBRoz-AUJLAco-KE7Aex9xen_sr2GoM6d_WeeSjdpkxV8lrtl7EdMaDxQPcO3HkBp276veiICnbFFSN3ov4w1VgIyxKjECT5FKA,Ancol,North Jakarta City,5,168,web_manual
15684,Vihara Ratana Graha,Temple,-6.167570487455266,106.7738317397786,Green Ville Blok AL No. 3,7.0,2012-12-16 04:42:00,,,google_places,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,09:30,Tutup,Tutup,Tutup,Tutup,Tutup,Tutup,13:00,4.7,185.0,,"Vihara Ratana Graha adalah vihara Buddha di Jakarta yang menjadi tempat ibadah, meditasi, dan kegiatan sosial keagamaan umat Buddha.",,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJdwJBgk32aS4R49UPez_DiqI/photos/AaVGc3nFUvJbcnXceCTTOJIEJVF2wKk00rtgejHAKz4jHGrKphkfoQErjsDWZHv8u_nbR1tkocAnbe0ieLkP5tE0Y7McGzcb-BnEFivBZjK5gT_1KRf-blZEMdOrPZmRYJ2Q_Sx2QAsKYdsarP6-zUmjvLT60dqLAzgeCCVH03OJ0KnZ9OpZN-H1fLTIiBPiRQhvGls6b6uxhw_qJD_6rpVeTCGxetg_oxJDlQQjoSIqNkUIJKivH2vsjrO2xdnSeSLY84b8i3d-AAunB9vnBxAe9BzpKGWf6ZU5Qu7yb6G-Ca8sqB5e1wvQOXIoDVVWiV0Entw9OnFMhCCBBqh6TYzW_Jh9lyLs8JbZ_WcNzS1CkT_OHt9hlfxxWh0T-wQjWcW9x1PBZ02RFfI3I28DCeXjfpHGduZfDg5OCaB257ZrJVA,Duri Kepa,Kota Jakarta Barat,3,31,web_manual
8937,Kuil Hosei-ji,Temple,-6.212135562755,106.84522888160058,Jalan Padang No. 27,6.0,2013-03-31 08:13:00,,https://www.facebook.com/Hoseijitemple/,google_places,06:00,06:00,06:00,06:00,06:00,06:00,07:00,21:00,21:00,21:00,21:00,21:00,21:00,21:00,4.8,320.0,,"Kuil Hosei-ji adalah kuil Buddha bergaya Jepang di Jakarta yang melayani komunitas Buddha, khususnya tradisi Jepang, dengan suasana tenang untuk ibadah.",,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,True,,,True,places/ChIJVYI7cXT0aS4R4FOMFgninNI/photos/AaVGc3mc4rEA6zAZ8-n0cEbpV1DVEYHJQJvSQ5OUH3ritmUjhq0BUXdAos0GWhQpK8FEw3xu8bvurUMSFfAIdqrh3hVM_FN9MESLWTRGqdsbTPgmy4JyEmwIl3ETg_2jhPkBYTjW0C1TchL95nOLXH4oG6AgyZYCl9mPC45Wu7meJcHvSAsT-RG61xIRm9eQNmX2gypzXrRBTEP7wEP55ddFdbvDzQ5T0kS0GauD7hbSWJPRTw7RNbZ4B8EgZxmOKJqzuTwWluuCse48ZEZeB4JQMfJ4M3_zb6G_pSU8mfGjrdAz229tEBBZIULZ1djpq2R6DNE2N6Ve_2Hz3MRNj2LZoK8bUvegPeqZsi6sRFkqPtoyVmXc_9ta47bztVe8mFolvbHC9u8mg0XkveyRhi59bLvk_mGAQipXx7M3o5oFpnK0819T,Pasar Manggis,Kota Jakarta Selatan,2,34,web_manual
30750,Pantai Segara Ancol,Beach,-6.1185,106.8405,Taman Impian Jaya Ancol,6.0,2013-03-16 17:17:00,,https://www.ancol.com/blog/pantai-pasir-putih/,google_places,07:00,07:00,07:00,07:00,07:00,07:00,07:00,17:00,17:00,17:00,17:00,17:00,17:00,17:00,4.7,1173.0,,Pantai Segara Ancol adalah salah satu pantai di Taman Impian Jaya Ancol dengan hamparan pasir dan panggung hiburan tepi laut. Pantai ini populer untuk rekreasi keluarga.,True,"tourist_attraction,point_of_interest,establishment",,OPERATIONAL,True,,True,,places/ChIJ7W0tdw8fai4R25W6Bi0UlmM/photos/AaVGc3k2eAuGbfti8e4q5m4aBNg-6YkSOt5Gter8clQ-D8fgLwvqPh3_85a5ehTKjcF116Yj7CFlDS00J7M6uYGkrm9OpiYGBE0RWIS5na_DNnnDZjRx0MiUa6Z0Wi3srijETXteQiD98FZKUrjbpxgBGcSFqzLo-kFSHfUm6i8C--jlAT8lzdD8JcTSRoKgH3fjh_VNz4KrAvkZW0sqIA6DDybjqaIV3kT1X7fAGobdRM5_7SbQSAaw2naRRoWNKvKs3hliavUnErIyncnYQe54n4ebnXOMepN9wNqnKZ35H2FMJPyW2NGj0BfFFDEobKRq3g3WKw3GshYuSX63hZ-zGEHp1iwZP263xofbA_PtcFu3tbgFrNav4G6ReFg3BmcxtQHaAJYTUltRHtMYtoSLgGUWWKruCnfUBAcXb5hVc2ltz4Hty7EfUa1wpd6O0w,Ancol,North Jakarta City,5,73,web_manual
15178,Vihara Silaparamita,Temple,-6.218123163606485,106.88704226601664,Jalan Cipinang Jaya,5.0,2013-03-17 01:40:00,,,default_category,06:00,06:00,06:00,06:00,06:00,06:00,06:00,18:00,18:00,18:00,18:00,18:00,18:00,18:00,5.0,8.0,,Vihara Silaparamita adalah vihara Buddha di Jakarta yang menjadi tempat ibadah dan pembinaan spiritual bagi umatnya.,,"buddhist_temple,place_of_worship,association_or_organization,point_of_interest,establishment",buddhist_temple,OPERATIONAL,,,,True,places/ChIJqTBZYQDzaS4RKdQ5SH7BU-Q/photos/AaVGc3mScHkEBnrMD-GV2xmNaXHT92vo3FFkRVgi1jksJ5kDPrW7EysPLm3rgMrCMfXZzPumS9iquQNor44XSMKYAc15rHu_wy_-RDz_i0NeP1AESAbZoJ8TamC8D8CbD4UetuU3KD4KounzNNKJDGvtlZXM4qGDQuZSbMokkfbhMIEVa4XVeeDuRxMPV0nCeQxXgKG80vVRuij4uSUVo_b4NGvtiqVEvkA77ofepGyNKnlRm5KXOTVXRUfsa65drUNjIdBJ9JMBXeh8QhGUIoyQUY8uHH08BcwpebYcU3R5YwDe2V1TvooRBl3rOD5ikY1aW7Amj1UcMf_YUk72PEZaL7-S_gi3Ujv1j7aSL6cy1ow8B4M7b3ozEOn-QoEiLMAnO9JRdhlDyT2q4uXtYNqZnVjFnsVb1vWWyd_VXj1er8sh0Q,Cipinang Besar Selatan,Kota Jakarta Timur,2,31,web_manual
7222,Museum Polri,History Museum,-6.239577,106.802797,Jalan Trunojoyo No.3,5.0,2013-04-15 12:47:00,,http://www.museumpolri.org/,google_places,Tutup,09:00,09:00,09:00,09:00,09:30,09:30,Tutup,15:00,15:00,15:00,15:00,14:00,14:00,4.6,838.0,,"Museum Polri adalah museum yang memperlihatkan perjalanan panjang Kepolisian Negara Republik Indonesia kepada masyarakat, di dalam tugasnya sebagai pelindung serta penjaga ketertiban di dalam masyarakat, dan juga sebagai kekuatan perang dalam mempertahankan kemerdekaan Indonesia.",True,"museum,tourist_attraction,point_of_interest,establishment",museum,OPERATIONAL,True,True,,True,places/ChIJpTl_7GnxaS4RvRbXm4E9T9s/photos/AaVGc3l7ftSVyC9MZrCc36SC2H49Yl1OQiIdwG4Rj2mhlldAZVAbsUdvwdTRYlSrnwnZnjURpWWYJvhe7P5CZdKEhtIwcVGUaknu3VMXxcijB9eNh2RVNClOMLahpAPglsdmT0sOBxatJ4_qk9dJDRB2ImeQ9fevWJzCoHtQ-CJlDKO86ZRuFwkOtN_gpkcOrBS6P7e7ZLy3Ex02qo8gHDK3TkrE4XgYSH0SeBL-CsI7yyxScUoBD1gHGs0OQ___B7fcPcy3spvpU_NRlD-jewGuPfWikDLu2EgjJe_ZB2oPXd5dVNinR_4zWcb4JFMI91hrJhicKJI3gJlhFnYPW6d3zUKozw4cRUV6GAZf0V5WQZY9IcGLV_V-vAMtGYStE0n4qEd0GGe6vfOu9W-lI62E9ZnhmbhKbLp2rdRn9uWnvjbM8w,Selong,Kota Jakarta Selatan,6,69,wikipedia_id_direct
