venue_id_a,venue_id_b,distance_km,duration_minutes,time_source
1005,google_00109,8.42,16.8,osrm_bike
1005,google_00110,24.45,48.9,osrm_bike
1005,google_00111,15.66,31.3,osrm_bike
1005,google_00112,14.64,29.3,osrm_bike
1005,google_00113,6.49,13.0,osrm_bike
1005,google_00115,13.9,27.8,osrm_bike
1005,google_00116,15.51,31.0,osrm_bike
1005,google_00117,7.1,14.2,osrm_bike
1005,google_00118,9.1,18.2,osrm_bike
1005,google_00119,9.36,18.7,osrm_bike
1005,google_00120,9.85,19.7,osrm_bike
1005,google_00121,13.45,26.9,osrm_bike
1005,google_00122,19.73,39.5,osrm_bike
1005,google_00123,6.76,13.5,osrm_bike
1005,google_00124,1.19,2.4,osrm_bike
1005,google_00125,9.55,19.1,osrm_bike
1005,google_00126,12.9,25.8,osrm_bike
1005,google_00127,11.73,23.5,osrm_bike
1005,google_00128,9.02,18.0,osrm_bike
1005,google_00129,9.36,18.7,osrm_bike
1005,google_00130,16.06,32.1,osrm_bike
1005,google_00131,15.46,30.9,osrm_bike
1005,google_00132,15.36,30.7,osrm_bike
1005,google_00133,12.33,24.7,osrm_bike
1005,google_00134,17.3,34.6,osrm_bike
1005,google_00135,10.71,21.4,osrm_bike
1005,google_00136,19.56,39.1,osrm_bike
1005,google_00137,19.99,40.0,osrm_bike
1005,google_00138,11.26,22.5,osrm_bike
1005,google_00139,7.29,14.6,osrm_bike
1005,google_00141,7.27,14.5,osrm_bike
1005,manual_trick_art_001,10.5,21.0,osrm_bike
1005,google_00147,8.5,17.0,osrm_bike
1005,google_00167,8.56,17.1,osrm_bike
12802,576,5.2,10.4,osrm_bike
12802,17394,5.63,11.3,osrm_bike
12802,17196,2.5,5.0,osrm_bike
12802,12260,5.97,11.9,osrm_bike
12802,13655,13.44,26.9,osrm_bike
12802,26083,7.21,14.4,osrm_bike
12802,24977,5.41,10.8,osrm_bike
12802,5757,6.08,12.2,osrm_bike
12802,18109,6.38,12.8,osrm_bike
12802,26748,8.09,16.2,osrm_bike
12802,67516,6.35,12.7,osrm_bike
12802,48485,5.89,11.8,osrm_bike
12802,15684,8.39,16.8,osrm_bike
12802,8937,8.59,17.2,osrm_bike
12802,30750,6.51,13.0,osrm_bike
12802,15178,12.91,25.8,osrm_bike
12802,7222,10.96,21.9,osrm_bike
12802,6970,23.18,46.4,osrm_bike
12802,16110,5.8,11.6,osrm_bike
12802,5354,4.56,9.1,osrm_bike
12802,8564,3.47,6.9,osrm_bike
12802,8381,7.98,16.0,osrm_bike
12802,28270,2.44,4.9,osrm_bike
12802,75864,10.35,20.7,osrm_bike
12802,31626,1.48,3.0,osrm_bike
12802,21620,6.39,12.8,osrm_bike
12802,62694,1.03,2.1,osrm_bike
12802,13788,7.99,16.0,osrm_bike
12802,16974,6.73,13.5,osrm_bike
12802,44851,2.61,5.2,osrm_bike
12802,14389,15.58,31.2,osrm_bike
12802,13290,5.71,11.4,osrm_bike
12802,46880,0.94,1.9,osrm_bike
12802,46454,7.15,14.3,osrm_bike
12802,54348,5.54,11.1,osrm_bike
12802,61170,5.96,11.9,osrm_bike
12802,55752,10.65,21.3,osrm_bike
12802,72954,0.86,1.7,osrm_bike
12802,73162,9.9,19.8,osrm_bike
12802,google_00000,5.66,11.3,osrm_bike
12802,google_00001,18.4,36.8,osrm_bike
12802,google_00007,10.31,20.6,osrm_bike
12802,google_00020,21.8,43.6,osrm_bike
12802,google_00025,24.0,48.0,osrm_bike
12802,google_00030,2.24,4.5,osrm_bike
12802,google_00031,3.61,7.2,osrm_bike
12802,google_00032,7.61,15.2,osrm_bike
12802,google_00034,8.45,16.9,osrm_bike
12802,google_00036,9.87,19.7,osrm_bike
12802,google_00037,8.3,16.6,osrm_bike
12802,google_00038,3.69,7.4,osrm_bike
12802,google_00039,9.11,18.2,osrm_bike
12802,google_00040,8.16,16.3,osrm_bike
12802,google_00041,13.94,27.9,osrm_bike
12802,google_00042,17.21,34.4,osrm_bike
12802,google_00044,19.0,38.0,osrm_bike
12802,google_00045,10.86,21.7,osrm_bike
12802,google_00046,7.22,14.4,osrm_bike
12802,google_00048,7.14,14.3,osrm_bike
12802,google_00050,12.72,25.4,osrm_bike
12802,google_00051,12.17,24.3,osrm_bike
12802,google_00052,22.29,44.6,osrm_bike
12802,google_00057,22.44,44.9,osrm_bike
12802,google_00062,5.28,10.6,osrm_bike
12802,google_00065,5.23,10.5,osrm_bike
12802,google_00066,6.77,13.5,osrm_bike
12802,google_00068,11.75,23.5,osrm_bike
12802,google_00070,16.14,32.3,osrm_bike
12802,google_00071,4.85,9.7,osrm_bike
12802,google_00074,11.33,22.7,osrm_bike
12802,google_00075,7.85,15.7,osrm_bike
12802,google_00077,3.4,6.8,osrm_bike
12802,google_00078,5.2,10.4,osrm_bike
12802,google_00143,14.63,29.3,osrm_bike
12802,google_00080,5.53,11.1,osrm_bike
12802,google_00081,9.07,18.1,osrm_bike
12802,google_00082,22.69,45.4,osrm_bike
12802,google_00083,11.2,22.4,osrm_bike
12802,google_00085,6.09,12.2,osrm_bike
12802,google_00086,1.13,2.3,osrm_bike
12802,google_00087,7.9,15.8,osrm_bike
12802,google_00089,5.78,11.6,osrm_bike
12802,google_00091,2.39,4.8,osrm_bike
12802,google_00092,1.66,3.3,osrm_bike
12802,google_00094,4.46,8.9,osrm_bike
12802,google_00095,7.51,15.0,osrm_bike
12802,google_00096,6.97,13.9,osrm_bike
12802,google_00097,5.79,11.6,osrm_bike
12802,google_00098,7.97,15.9,osrm_bike
12802,google_00099,10.9,21.8,osrm_bike
12802,google_00100,4.37,8.7,osrm_bike
12802,google_00101,12.03,24.1,osrm_bike
12802,google_00102,9.25,18.5,osrm_bike
12802,google_00103,12.08,24.2,osrm_bike
12802,google_00104,3.38,6.8,osrm_bike
12802,google_00105,11.83,23.7,osrm_bike
12802,google_00106,6.05,12.1,osrm_bike
12802,google_00107,14.17,28.3,osrm_bike
12802,google_00109,5.15,10.3,osrm_bike
12802,google_00110,21.2,42.4,osrm_bike
12802,google_00111,12.39,24.8,osrm_bike
12802,google_00112,12.65,25.3,osrm_bike
12802,google_00113,3.22,6.4,osrm_bike
12802,google_00115,10.63,21.3,osrm_bike
12802,google_00116,12.25,24.5,osrm_bike
12802,google_00117,3.84,7.7,osrm_bike
12802,google_00118,6.25,12.5,osrm_bike
12802,google_00119,6.1,12.2,osrm_bike
12802,google_00120,6.56,13.1,osrm_bike
12802,google_00121,10.18,20.4,osrm_bike
12802,google_00122,16.48,33.0,osrm_bike
12802,google_00123,3.49,7.0,osrm_bike
12802,google_00124,2.26,4.5,osrm_bike
12802,google_00125,6.29,12.6,osrm_bike
12802,google_00126,9.64,19.3,osrm_bike
12802,google_00127,8.46,16.9,osrm_bike
12802,google_00128,5.76,11.5,osrm_bike
12802,google_00129,6.09,12.2,osrm_bike
12802,google_00130,12.81,25.6,osrm_bike
12802,google_00131,12.21,24.4,osrm_bike
12802,google_00132,12.1,24.2,osrm_bike
12802,google_00133,9.08,18.2,osrm_bike
12802,google_00134,16.87,33.7,osrm_bike
12802,google_00135,7.46,14.9,osrm_bike
12802,google_00136,16.3,32.6,osrm_bike
12802,google_00137,16.72,33.4,osrm_bike
12802,google_00138,7.99,16.0,osrm_bike
12802,google_00139,4.03,8.1,osrm_bike
12802,google_00141,4.0,8.0,osrm_bike
12802,manual_trick_art_001,6.55,13.1,osrm_bike
12802,google_00147,6.06,12.1,osrm_bike
12802,google_00167,5.29,10.6,osrm_bike
576,17394,10.54,21.1,osrm_bike
576,17196,3.78,7.6,osrm_bike
576,12260,7.49,15.0,osrm_bike
576,13655,11.52,23.0,osrm_bike
576,26083,12.12,24.2,osrm_bike
576,24977,1.34,2.7,osrm_bike
576,5757,3.43,6.9,osrm_bike
576,18109,1.37,2.7,osrm_bike
576,26748,13.01,26.0,osrm_bike
576,67516,11.26,22.5,osrm_bike
576,48485,7.41,14.8,osrm_bike
576,15684,11.36,22.7,osrm_bike
576,8937,5.01,10.0,osrm_bike
576,30750,8.03,16.1,osrm_bike
576,15178,8.35,16.7,osrm_bike
576,7222,9.19,18.4,osrm_bike
576,6970,18.62,37.2,osrm_bike
576,16110,2.4,4.8,osrm_bike
576,5354,7.05,14.1,osrm_bike
576,8564,8.39,16.8,osrm_bike
576,8381,3.81,7.6,osrm_bike
576,28270,5.97,11.9,osrm_bike
576,75864,10.12,20.2,osrm_bike
576,31626,6.4,12.8,osrm_bike
576,21620,7.9,15.8,osrm_bike
576,62694,5.94,11.9,osrm_bike
576,13788,7.76,15.5,osrm_bike
576,16974,3.78,7.6,osrm_bike
576,44851,2.41,4.8,osrm_bike
576,14389,13.27,26.5,osrm_bike
576,13290,7.23,14.5,osrm_bike
576,46880,5.86,11.7,osrm_bike
576,46454,2.59,5.2,osrm_bike
576,54348,2.94,5.9,osrm_bike
576,61170,7.48,15.0,osrm_bike
576,55752,6.09,12.2,osrm_bike
576,72954,5.77,11.5,osrm_bike
576,73162,14.81,29.6,osrm_bike
576,google_00000,7.18,14.4,osrm_bike
576,google_00001,16.1,32.2,osrm_bike
576,google_00007,15.22,30.4,osrm_bike
576,google_00020,19.5,39.0,osrm_bike
576,google_00025,20.66,41.3,osrm_bike
576,google_00030,7.16,14.3,osrm_bike
576,google_00031,4.5,9.0,osrm_bike
576,google_00032,3.05,6.1,osrm_bike
576,google_00034,6.68,13.4,osrm_bike
576,google_00036,8.1,16.2,osrm_bike
576,google_00037,8.07,16.1,osrm_bike
576,google_00038,1.62,3.2,osrm_bike
576,google_00039,7.34,14.7,osrm_bike
576,google_00040,7.47,14.9,osrm_bike
576,google_00041,11.63,23.3,osrm_bike
576,google_00042,15.44,30.9,osrm_bike
576,google_00044,17.23,34.5,osrm_bike
576,google_00045,6.3,12.6,osrm_bike
576,google_00046,2.66,5.3,osrm_bike
576,google_00048,2.99,6.0,osrm_bike
576,google_00050,10.8,21.6,osrm_bike
576,google_00051,10.24,20.5,osrm_bike
576,google_00052,21.23,42.5,osrm_bike
576,google_00057,17.88,35.8,osrm_bike
576,google_00062,1.88,3.8,osrm_bike
576,google_00065,2.18,4.4,osrm_bike
576,google_00066,4.99,10.0,osrm_bike
576,google_00068,9.98,20.0,osrm_bike
576,google_00070,14.37,28.7,osrm_bike
576,google_00071,3.41,6.8,osrm_bike
576,google_00074,16.25,32.5,osrm_bike
576,google_00075,7.61,15.2,osrm_bike
576,google_00077,2.75,5.5,osrm_bike
576,google_00078,3.71,7.4,osrm_bike
576,google_00143,12.85,25.7,osrm_bike
576,google_00080,7.05,14.1,osrm_bike
576,google_00081,8.84,17.7,osrm_bike
576,google_00082,18.13,36.3,osrm_bike
576,google_00083,9.28,18.6,osrm_bike
576,google_00085,3.26,6.5,osrm_bike
576,google_00086,5.36,10.7,osrm_bike
576,google_00087,10.5,21.0,osrm_bike
576,google_00089,7.3,14.6,osrm_bike
576,google_00091,4.7,9.4,osrm_bike
576,google_00092,6.58,13.2,osrm_bike
576,google_00094,2.84,5.7,osrm_bike
576,google_00095,7.33,14.7,osrm_bike
576,google_00096,11.89,23.8,osrm_bike
576,google_00097,7.31,14.6,osrm_bike
576,google_00098,5.97,11.9,osrm_bike
576,google_00099,9.13,18.3,osrm_bike
576,google_00100,5.25,10.5,osrm_bike
576,google_00101,10.25,20.5,osrm_bike
576,google_00102,7.2,14.4,osrm_bike
576,google_00103,10.31,20.6,osrm_bike
576,google_00104,2.56,5.1,osrm_bike
576,google_00105,9.9,19.8,osrm_bike
576,google_00106,3.38,6.8,osrm_bike
576,google_00107,11.74,23.5,osrm_bike
576,google_00109,1.7,3.4,osrm_bike
576,google_00110,16.64,33.3,osrm_bike
576,google_00111,9.08,18.2,osrm_bike
576,google_00112,10.73,21.5,osrm_bike
576,google_00113,2.54,5.1,osrm_bike
576,google_00115,8.86,17.7,osrm_bike
576,google_00116,8.94,17.9,osrm_bike
576,google_00117,1.77,3.5,osrm_bike
576,google_00118,6.02,12.0,osrm_bike
576,google_00119,1.61,3.2,osrm_bike
576,google_00120,5.05,10.1,osrm_bike
576,google_00121,8.03,16.1,osrm_bike
576,google_00122,11.92,23.8,osrm_bike
576,google_00123,2.75,5.5,osrm_bike
576,google_00124,7.18,14.4,osrm_bike
576,google_00125,1.67,3.3,osrm_bike
576,google_00126,7.86,15.7,osrm_bike
576,google_00127,6.18,12.4,osrm_bike
576,google_00128,3.59,7.2,osrm_bike
576,google_00129,3.16,6.3,osrm_bike
576,google_00130,8.25,16.5,osrm_bike
576,google_00131,8.18,16.4,osrm_bike
576,google_00132,10.32,20.6,osrm_bike
576,google_00133,4.52,9.0,osrm_bike
576,google_00134,14.94,29.9,osrm_bike
576,google_00135,2.9,5.8,osrm_bike
576,google_00136,13.99,28.0,osrm_bike
576,google_00137,14.95,29.9,osrm_bike
576,google_00138,6.22,12.4,osrm_bike
576,google_00139,2.85,5.7,osrm_bike
576,google_00141,1.67,3.3,osrm_bike
576,manual_trick_art_001,4.77,9.5,osrm_bike
576,google_00147,8.13,16.3,osrm_bike
576,google_00167,3.98,8.0,osrm_bike
17394,17196,8.4,16.8,osrm_bike
17394,12260,8.91,17.8,osrm_bike
17394,13655,18.25,36.5,osrm_bike
17394,26083,6.34,12.7,osrm_bike
17394,24977,11.48,23.0,osrm_bike
17394,5757,12.15,24.3,osrm_bike
17394,18109,12.45,24.9,osrm_bike
17394,26748,3.5,7.0,osrm_bike
17394,67516,1.75,3.5,osrm_bike
17394,48485,8.82,17.6,osrm_bike
17394,15684,4.91,9.8,osrm_bike
17394,8937,14.66,29.3,osrm_bike
17394,30750,9.44,18.9,osrm_bike
17394,15178,18.98,38.0,osrm_bike
17394,7222,15.07,30.1,osrm_bike
17394,6970,29.25,58.5,osrm_bike
17394,16110,11.86,23.7,osrm_bike
17394,5354,7.08,14.2,osrm_bike
17394,8564,5.83,11.7,osrm_bike
17394,8381,14.05,28.1,osrm_bike
17394,28270,6.04,12.1,osrm_bike
17394,75864,7.31,14.6,osrm_bike
17394,31626,5.06,10.1,osrm_bike
17394,21620,9.32,18.6,osrm_bike
17394,62694,5.19,10.4,osrm_bike
17394,13788,9.32,18.6,osrm_bike
17394,16974,12.79,25.6,osrm_bike
17394,44851,8.58,17.2,osrm_bike
17394,14389,20.92,41.8,osrm_bike
17394,13290,8.64,17.3,osrm_bike
17394,46880,5.67,11.3,osrm_bike
17394,46454,13.23,26.5,osrm_bike
17394,54348,11.61,23.2,osrm_bike
17394,61170,8.89,17.8,osrm_bike
17394,55752,16.72,33.4,osrm_bike
17394,72954,5.59,11.2,osrm_bike
17394,73162,7.75,15.5,osrm_bike
17394,google_00000,8.59,17.2,osrm_bike
17394,google_00001,24.67,49.3,osrm_bike
17394,google_00007,8.16,16.3,osrm_bike
17394,google_00020,28.05,56.1,osrm_bike
17394,google_00025,30.06,60.1,osrm_bike
17394,google_00030,4.98,10.0,osrm_bike
17394,google_00031,8.3,16.6,osrm_bike
17394,google_00032,13.68,27.4,osrm_bike
17394,google_00034,13.63,27.3,osrm_bike
17394,google_00036,13.96,27.9,osrm_bike
17394,google_00037,9.44,18.9,osrm_bike
17394,google_00038,9.66,19.3,osrm_bike
17394,google_00039,14.29,28.6,osrm_bike
17394,google_00040,10.1,20.2,osrm_bike
17394,google_00041,19.77,39.5,osrm_bike
17394,google_00042,20.42,40.8,osrm_bike
17394,google_00044,22.21,44.4,osrm_bike
17394,google_00045,16.93,33.9,osrm_bike
17394,google_00046,13.29,26.6,osrm_bike
17394,google_00048,12.96,25.9,osrm_bike
17394,google_00050,17.53,35.1,osrm_bike
17394,google_00051,16.97,33.9,osrm_bike
17394,google_00052,25.22,50.4,osrm_bike
17394,google_00057,28.51,57.0,osrm_bike
17394,google_00062,11.35,22.7,osrm_bike
17394,google_00065,11.29,22.6,osrm_bike
17394,google_00066,12.83,25.7,osrm_bike
17394,google_00068,14.05,28.1,osrm_bike
17394,google_00070,19.35,38.7,osrm_bike
17394,google_00071,10.92,21.8,osrm_bike
17394,google_00074,6.74,13.5,osrm_bike
17394,google_00075,5.66,11.3,osrm_bike
17394,google_00077,9.37,18.7,osrm_bike
17394,google_00078,10.81,21.6,osrm_bike
17394,google_00143,16.57,33.1,osrm_bike
17394,google_00080,8.47,16.9,osrm_bike
17394,google_00081,6.32,12.6,osrm_bike
17394,google_00082,28.77,57.5,osrm_bike
17394,google_00083,16.01,32.0,osrm_bike
17394,google_00085,12.15,24.3,osrm_bike
17394,google_00086,6.51,13.0,osrm_bike
17394,google_00087,3.05,6.1,osrm_bike
17394,google_00089,8.72,17.4,osrm_bike
17394,google_00091,7.23,14.5,osrm_bike
17394,google_00092,4.67,9.3,osrm_bike
17394,google_00094,10.52,21.0,osrm_bike
17394,google_00095,10.44,20.9,osrm_bike
17394,google_00096,6.71,13.4,osrm_bike
17394,google_00097,8.72,17.4,osrm_bike
17394,google_00098,12.78,25.6,osrm_bike
17394,google_00099,14.69,29.4,osrm_bike
17394,google_00100,8.65,17.3,osrm_bike
17394,google_00101,14.72,29.4,osrm_bike
17394,google_00102,14.05,28.1,osrm_bike
17394,google_00103,14.69,29.4,osrm_bike
17394,google_00104,9.51,19.0,osrm_bike
17394,google_00105,16.63,33.3,osrm_bike
17394,google_00106,12.12,24.2,osrm_bike
17394,google_00107,18.97,37.9,osrm_bike
17394,google_00109,11.22,22.4,osrm_bike
17394,google_00110,27.27,54.5,osrm_bike
17394,google_00111,18.46,36.9,osrm_bike
17394,google_00112,17.46,34.9,osrm_bike
17394,google_00113,9.19,18.4,osrm_bike
17394,google_00115,16.7,33.4,osrm_bike
17394,google_00116,18.31,36.6,osrm_bike
17394,google_00117,9.8,19.6,osrm_bike
17394,google_00118,8.96,17.9,osrm_bike
17394,google_00119,12.16,24.3,osrm_bike
17394,google_00120,11.49,23.0,osrm_bike
17394,google_00121,16.2,32.4,osrm_bike
17394,google_00122,22.55,45.1,osrm_bike
17394,google_00123,9.46,18.9,osrm_bike
17394,google_00124,5.2,10.4,osrm_bike
17394,google_00125,12.35,24.7,osrm_bike
17394,google_00126,13.33,26.7,osrm_bike
17394,google_00127,14.53,29.1,osrm_bike
17394,google_00128,11.82,23.6,osrm_bike
17394,google_00129,12.16,24.3,osrm_bike
17394,google_00130,18.88,37.8,osrm_bike
17394,google_00131,18.18,36.4,osrm_bike
17394,google_00132,14.49,29.0,osrm_bike
17394,google_00133,15.16,30.3,osrm_bike
17394,google_00134,20.12,40.2,osrm_bike
17394,google_00135,13.53,27.1,osrm_bike
17394,google_00136,22.36,44.7,osrm_bike
17394,google_00137,20.33,40.7,osrm_bike
17394,google_00138,14.06,28.1,osrm_bike
17394,google_00139,10.09,20.2,osrm_bike
17394,google_00141,9.97,19.9,osrm_bike
17394,manual_trick_art_001,12.14,24.3,osrm_bike
17394,google_00147,4.88,9.8,osrm_bike
17394,google_00167,10.82,21.6,osrm_bike
17196,12260,8.42,16.8,osrm_bike
17196,13655,13.97,27.9,osrm_bike
17196,26083,9.66,19.3,osrm_bike
17196,24977,3.65,7.3,osrm_bike
17196,5757,4.32,8.6,osrm_bike
17196,18109,4.6,9.2,osrm_bike
17196,26748,10.41,20.8,osrm_bike
17196,67516,8.66,17.3,osrm_bike
17196,48485,8.34,16.7,osrm_bike
17196,15684,7.15,14.3,osrm_bike
17196,8937,6.83,13.7,osrm_bike
17196,30750,8.96,17.9,osrm_bike
17196,15178,11.93,23.9,osrm_bike
17196,7222,9.2,18.4,osrm_bike
17196,6970,22.2,44.4,osrm_bike
17196,16110,4.04,8.1,osrm_bike
17196,5354,4.05,8.1,osrm_bike
17196,8564,5.92,11.8,osrm_bike
17196,8381,6.22,12.4,osrm_bike
17196,28270,3.01,6.0,osrm_bike
17196,75864,8.24,16.5,osrm_bike
17196,31626,3.93,7.9,osrm_bike
17196,21620,8.83,17.7,osrm_bike
17196,62694,3.48,7.0,osrm_bike
17196,13788,5.88,11.8,osrm_bike
17196,16974,4.97,9.9,osrm_bike
17196,44851,2.13,4.3,osrm_bike
17196,14389,13.82,27.6,osrm_bike
17196,13290,8.16,16.3,osrm_bike
17196,46880,3.39,6.8,osrm_bike
17196,46454,5.86,11.7,osrm_bike
17196,54348,3.78,7.6,osrm_bike
17196,61170,8.41,16.8,osrm_bike
17196,55752,9.49,19.0,osrm_bike
17196,72954,3.31,6.6,osrm_bike
17196,73162,12.38,24.8,osrm_bike
17196,google_00000,8.11,16.2,osrm_bike
17196,google_00001,16.64,33.3,osrm_bike
17196,google_00007,12.79,25.6,osrm_bike
17196,google_00020,20.04,40.1,osrm_bike
17196,google_00025,22.24,44.5,osrm_bike
17196,google_00030,4.69,9.4,osrm_bike
17196,google_00031,5.33,10.7,osrm_bike
17196,google_00032,6.48,13.0,osrm_bike
17196,google_00034,6.55,13.1,osrm_bike
17196,google_00036,8.11,16.2,osrm_bike
17196,google_00037,6.2,12.4,osrm_bike
17196,google_00038,3.03,6.1,osrm_bike
17196,google_00039,7.21,14.4,osrm_bike
17196,google_00040,6.01,12.0,osrm_bike
17196,google_00041,12.18,24.4,osrm_bike
17196,google_00042,15.45,30.9,osrm_bike
17196,google_00044,17.24,34.5,osrm_bike
17196,google_00045,9.88,19.8,osrm_bike
17196,google_00046,6.06,12.1,osrm_bike
17196,google_00048,5.38,10.8,osrm_bike
17196,google_00050,13.25,26.5,osrm_bike
17196,google_00051,12.69,25.4,osrm_bike
17196,google_00052,23.1,46.2,osrm_bike
17196,google_00057,21.46,42.9,osrm_bike
17196,google_00062,3.52,7.0,osrm_bike
17196,google_00065,3.47,6.9,osrm_bike
17196,google_00066,5.01,10.0,osrm_bike
17196,google_00068,9.99,20.0,osrm_bike
17196,google_00070,14.38,28.8,osrm_bike
17196,google_00071,3.09,6.2,osrm_bike
17196,google_00074,13.65,27.3,osrm_bike
17196,google_00075,5.74,11.5,osrm_bike
17196,google_00077,2.74,5.5,osrm_bike
17196,google_00078,3.45,6.9,osrm_bike
17196,google_00143,12.87,25.7,osrm_bike
17196,google_00080,7.98,16.0,osrm_bike
17196,google_00081,6.96,13.9,osrm_bike
17196,google_00082,21.72,43.4,osrm_bike
17196,google_00083,11.73,23.5,osrm_bike
17196,google_00085,4.33,8.7,osrm_bike
17196,google_00086,3.58,7.2,osrm_bike
17196,google_00087,7.19,14.4,osrm_bike
17196,google_00089,8.23,16.5,osrm_bike
17196,google_00091,1.74,3.5,osrm_bike
17196,google_00092,4.11,8.2,osrm_bike
17196,google_00094,2.7,5.4,osrm_bike
17196,google_00095,8.4,16.8,osrm_bike
17196,google_00096,9.42,18.8,osrm_bike
17196,google_00097,8.24,16.5,osrm_bike
17196,google_00098,8.5,17.0,osrm_bike
17196,google_00099,9.14,18.3,osrm_bike
17196,google_00100,6.08,12.2,osrm_bike
17196,google_00101,10.27,20.5,osrm_bike
17196,google_00102,9.77,19.5,osrm_bike
17196,google_00103,10.32,20.6,osrm_bike
17196,google_00104,3.47,6.9,osrm_bike
17196,google_00105,12.35,24.7,osrm_bike
17196,google_00106,4.29,8.6,osrm_bike
17196,google_00107,14.69,29.4,osrm_bike
17196,google_00109,3.4,6.8,osrm_bike
17196,google_00110,20.22,40.4,osrm_bike
17196,google_00111,10.64,21.3,osrm_bike
17196,google_00112,13.18,26.4,osrm_bike
17196,google_00113,1.46,2.9,osrm_bike
17196,google_00115,8.88,17.8,osrm_bike
17196,google_00116,10.49,21.0,osrm_bike
17196,google_00117,3.17,6.3,osrm_bike
17196,google_00118,4.14,8.3,osrm_bike
17196,google_00119,4.34,8.7,osrm_bike
17196,google_00120,4.41,8.8,osrm_bike
17196,google_00121,8.42,16.8,osrm_bike
17196,google_00122,15.5,31.0,osrm_bike
17196,google_00123,1.15,2.3,osrm_bike
17196,google_00124,4.71,9.4,osrm_bike
17196,google_00125,4.53,9.1,osrm_bike
17196,google_00126,7.88,15.8,osrm_bike
17196,google_00127,6.7,13.4,osrm_bike
17196,google_00128,4.0,8.0,osrm_bike
17196,google_00129,4.33,8.7,osrm_bike
17196,google_00130,11.83,23.7,osrm_bike
17196,google_00131,11.89,23.8,osrm_bike
17196,google_00132,10.34,20.7,osrm_bike
17196,google_00133,8.1,16.2,osrm_bike
17196,google_00134,17.39,34.8,osrm_bike
17196,google_00135,6.3,12.6,osrm_bike
17196,google_00136,14.54,29.1,osrm_bike
17196,google_00137,14.96,29.9,osrm_bike
17196,google_00138,6.24,12.5,osrm_bike
17196,google_00139,2.27,4.5,osrm_bike
17196,google_00141,3.34,6.7,osrm_bike
17196,manual_trick_art_001,5.06,10.1,osrm_bike
17196,google_00147,4.82,9.6,osrm_bike
17196,google_00167,3.52,7.0,osrm_bike
12260,13655,14.04,28.1,osrm_bike
12260,26083,8.77,17.5,osrm_bike
12260,24977,8.94,17.9,osrm_bike
12260,5757,10.68,21.4,osrm_bike
12260,18109,8.37,16.7,osrm_bike
12260,26748,9.99,20.0,osrm_bike
12260,67516,8.24,16.5,osrm_bike
12260,48485,2.46,4.9,osrm_bike
12260,15684,12.79,25.6,osrm_bike
12260,8937,11.87,23.7,osrm_bike
12260,30750,1.0,2.0,osrm_bike
12260,15178,14.9,29.8,osrm_bike
12260,7222,16.4,32.8,osrm_bike
12260,6970,25.17,50.3,osrm_bike
12260,16110,9.65,19.3,osrm_bike
12260,5354,9.91,19.8,osrm_bike
12260,8564,5.03,10.1,osrm_bike
12260,8381,10.89,21.8,osrm_bike
12260,28270,7.99,16.0,osrm_bike
12260,75864,15.2,30.4,osrm_bike
12260,31626,5.03,10.1,osrm_bike
12260,21620,0.87,1.7,osrm_bike
12260,62694,4.88,9.8,osrm_bike
12260,13788,13.34,26.7,osrm_bike
12260,16974,11.03,22.1,osrm_bike
12260,44851,6.47,12.9,osrm_bike
12260,14389,21.02,42.0,osrm_bike
12260,13290,0.9,1.8,osrm_bike
12260,46880,5.12,10.2,osrm_bike
12260,46454,9.15,18.3,osrm_bike
12260,54348,10.2,20.4,osrm_bike
12260,61170,0.1,0.2,osrm_bike
12260,55752,12.64,25.3,osrm_bike
12260,72954,5.24,10.5,osrm_bike
12260,73162,11.46,22.9,osrm_bike
12260,google_00000,1.11,2.2,osrm_bike
12260,google_00001,23.85,47.7,osrm_bike
12260,google_00007,11.87,23.7,osrm_bike
12260,google_00020,25.76,51.5,osrm_bike
12260,google_00025,27.21,54.4,osrm_bike
12260,google_00030,4.18,8.4,osrm_bike
12260,google_00031,4.22,8.4,osrm_bike
12260,google_00032,9.6,19.2,osrm_bike
12260,google_00034,13.9,27.8,osrm_bike
12260,google_00036,15.31,30.6,osrm_bike
12260,google_00037,13.66,27.3,osrm_bike
12260,google_00038,7.09,14.2,osrm_bike
12260,google_00039,14.55,29.1,osrm_bike
12260,google_00040,13.73,27.5,osrm_bike
12260,google_00041,19.38,38.8,osrm_bike
12260,google_00042,22.66,45.3,osrm_bike
12260,google_00044,24.45,48.9,osrm_bike
12260,google_00045,12.85,25.7,osrm_bike
12260,google_00046,9.21,18.4,osrm_bike
12260,google_00048,10.2,20.4,osrm_bike
12260,google_00050,13.32,26.6,osrm_bike
12260,google_00051,12.77,25.5,osrm_bike
12260,google_00052,21.19,42.4,osrm_bike
12260,google_00057,24.43,48.9,osrm_bike
12260,google_00062,9.13,18.3,osrm_bike
12260,google_00065,9.37,18.7,osrm_bike
12260,google_00066,12.21,24.4,osrm_bike
12260,google_00068,17.2,34.4,osrm_bike
12260,google_00070,21.59,43.2,osrm_bike
12260,google_00071,10.3,20.6,osrm_bike
12260,google_00074,13.23,26.5,osrm_bike
12260,google_00075,13.4,26.8,osrm_bike
12260,google_00077,6.25,12.5,osrm_bike
12260,google_00078,10.65,21.3,osrm_bike
12260,google_00143,20.07,40.1,osrm_bike
12260,google_00080,0.99,2.0,osrm_bike
12260,google_00081,14.42,28.8,osrm_bike
